,userid,datetime,labels
196,0,1970-01-09 04:00:00,6
197,0,1970-01-09 05:00:00,7
198,0,1970-01-09 06:00:00,8
199,0,1970-01-09 07:00:00,1
200,1,1970-01-01 00:00:00,0
201,1,1970-01-01 01:00:00,1
202,1,1970-01-01 02:00:00,6
203,1,1970-01-01 03:00:00,1
204,1,1970-01-01 04:00:00,5
205,1,1970-01-01 05:00:00,5
206,1,1970-01-01 06:00:00,6
207,1,1970-01-01 07:00:00,7
208,1,1970-01-01 08:00:00,8
209,1,1970-01-01 09:00:00,9
210,1,1970-01-01 10:00:00,4
211,1,1970-01-01 11:00:00,9
212,1,1970-01-01 12:00:00,2
213,1,1970-01-01 13:00:00,8
214,1,1970-01-01 14:00:00,8
215,1,1970-01-01 15:00:00,8
216,1,1970-01-01 16:00:00,2
217,1,1970-01-01 17:00:00,7
218,1,1970-01-01 18:00:00,8
219,1,1970-01-01 19:00:00,6
220,1,1970-01-01 20:00:00,0
221,1,1970-01-01 21:00:00,2
222,1,1970-01-01 22:00:00,7
223,1,1970-01-01 23:00:00,7
224,1,1970-01-02 00:00:00,4
225,1,1970-01-02 01:00:00,9
226,1,1970-01-02 02:00:00,2
227,1,1970-01-02 03:00:00,8
228,1,1970-01-02 04:00:00,8
229,1,1970-01-02 05:00:00,2
230,1,1970-01-02 06:00:00,5
231,1,1970-01-02 07:00:00,1
232,1,1970-01-02 08:00:00,4
233,1,1970-01-02 09:00:00,3
234,1,1970-01-02 10:00:00,4
235,1,1970-01-02 11:00:00,5
236,1,1970-01-02 12:00:00,6
237,1,1970-01-02 13:00:00,8
238,1,1970-01-02 14:00:00,8
239,1,1970-01-02 15:00:00,4
240,1,1970-01-02 16:00:00,6
241,1,1970-01-02 17:00:00,7
242,1,1970-01-02 18:00:00,2
243,1,1970-01-02 19:00:00,0
244,1,1970-01-02 20:00:00,9
245,1,1970-01-02 21:00:00,2
246,1,1970-01-02 22:00:00,2
247,1,1970-01-02 23:00:00,5
248,1,1970-01-03 00:00:00,2
249,1,1970-01-03 01:00:00,5
250,1,1970-01-03 02:00:00,0
251,1,1970-01-03 03:00:00,1
252,1,1970-01-03 04:00:00,2
253,1,1970-01-03 05:00:00,2
254,1,1970-01-03 06:00:00,8
255,1,1970-01-03 07:00:00,8
256,1,1970-01-03 08:00:00,8
257,1,1970-01-03 09:00:00,8
258,1,1970-01-03 10:00:00,6
259,1,1970-01-03 11:00:00,1
260,1,1970-01-03 12:00:00,1
261,1,1970-01-03 13:00:00,8
262,1,1970-01-03 14:00:00,1
263,1,1970-01-03 15:00:00,3
264,1,1970-01-03 16:00:00,7
265,1,1970-01-03 17:00:00,5
266,1,1970-01-03 18:00:00,6
267,1,1970-01-03 19:00:00,1
268,1,1970-01-03 20:00:00,8
269,1,1970-01-03 21:00:00,9
270,1,1970-01-03 22:00:00,0
271,1,1970-01-03 23:00:00,5
272,1,1970-01-04 00:00:00,2
273,1,1970-01-04 01:00:00,3
274,1,1970-01-04 02:00:00,4
275,1,1970-01-04 03:00:00,4
276,1,1970-01-04 04:00:00,5
277,1,1970-01-04 05:00:00,6
278,1,1970-01-04 06:00:00,0
279,1,1970-01-04 07:00:00,9
280,1,1970-01-04 08:00:00,0
281,1,1970-01-04 09:00:00,9
282,1,1970-01-04 10:00:00,6
283,1,1970-01-04 11:00:00,8
284,1,1970-01-04 12:00:00,0
285,1,1970-01-04 13:00:00,5
286,1,1970-01-04 14:00:00,6
287,1,1970-01-04 15:00:00,8
288,1,1970-01-04 16:00:00,2
289,1,1970-01-04 17:00:00,5
290,1,1970-01-04 18:00:00,0
291,1,1970-01-04 19:00:00,9
292,1,1970-01-04 20:00:00,1
293,1,1970-01-04 21:00:00,3
294,1,1970-01-04 22:00:00,8
295,1,1970-01-04 23:00:00,7
296,1,1970-01-05 00:00:00,4
297,1,1970-01-05 01:00:00,9
298,1,1970-01-05 02:00:00,9
299,1,1970-01-05 03:00:00,5
300,1,1970-01-05 04:00:00,0
301,1,1970-01-05 05:00:00,2
302,1,1970-01-05 06:00:00,2
303,1,1970-01-05 07:00:00,3
304,1,1970-01-05 08:00:00,3
305,1,1970-01-05 09:00:00,0
306,1,1970-01-05 10:00:00,1
307,1,1970-01-05 11:00:00,9
308,1,1970-01-05 12:00:00,8
309,1,1970-01-05 13:00:00,1
310,1,1970-01-05 14:00:00,0
311,1,1970-01-05 15:00:00,5
312,1,1970-01-05 16:00:00,2
313,1,1970-01-05 17:00:00,2
314,1,1970-01-05 18:00:00,0
315,1,1970-01-05 19:00:00,4
316,1,1970-01-05 20:00:00,7
317,1,1970-01-05 21:00:00,2
318,1,1970-01-05 22:00:00,0
319,1,1970-01-05 23:00:00,8
320,1,1970-01-06 00:00:00,7
321,1,1970-01-06 01:00:00,9
322,1,1970-01-06 02:00:00,2
323,1,1970-01-06 03:00:00,8
324,1,1970-01-06 04:00:00,6
325,1,1970-01-06 05:00:00,2
326,1,1970-01-06 06:00:00,3
327,1,1970-01-06 07:00:00,0
328,1,1970-01-06 08:00:00,1
329,1,1970-01-06 09:00:00,5
330,1,1970-01-06 10:00:00,8
331,1,1970-01-06 11:00:00,8
332,1,1970-01-06 12:00:00,5
333,1,1970-01-06 13:00:00,3
334,1,1970-01-06 14:00:00,0
335,1,1970-01-06 15:00:00,8
336,1,1970-01-06 16:00:00,6
337,1,1970-01-06 17:00:00,2
338,1,1970-01-06 18:00:00,4
339,1,1970-01-06 19:00:00,4
340,1,1970-01-06 20:00:00,0
341,1,1970-01-06 21:00:00,1
342,1,1970-01-06 22:00:00,9
343,1,1970-01-06 23:00:00,4
344,1,1970-01-07 00:00:00,2
345,1,1970-01-07 01:00:00,2
346,1,1970-01-07 02:00:00,0
347,1,1970-01-07 03:00:00,7
348,1,1970-01-07 04:00:00,9
349,1,1970-01-07 05:00:00,9
350,1,1970-01-07 06:00:00,9
351,1,1970-01-07 07:00:00,1
352,1,1970-01-07 08:00:00,2
353,1,1970-01-07 09:00:00,6
354,1,1970-01-07 10:00:00,1
355,1,1970-01-07 11:00:00,5
356,1,1970-01-07 12:00:00,6
357,1,1970-01-07 13:00:00,7
358,1,1970-01-07 14:00:00,8
359,1,1970-01-07 15:00:00,0
360,1,1970-01-07 16:00:00,0
361,1,1970-01-07 17:00:00,1
362,1,1970-01-07 18:00:00,7
363,1,1970-01-07 19:00:00,3
364,1,1970-01-07 20:00:00,4
365,1,1970-01-07 21:00:00,7
366,1,1970-01-07 22:00:00,4
367,1,1970-01-07 23:00:00,9
368,1,1970-01-08 00:00:00,0
369,1,1970-01-08 01:00:00,2
370,1,1970-01-08 02:00:00,8
371,1,1970-01-08 03:00:00,1
372,1,1970-01-08 04:00:00,5
373,1,1970-01-08 05:00:00,5
374,1,1970-01-08 06:00:00,4
375,1,1970-01-08 07:00:00,4
376,1,1970-01-08 08:00:00,6
377,1,1970-01-08 09:00:00,3
378,1,1970-01-08 10:00:00,0
379,1,1970-01-08 11:00:00,9
380,1,1970-01-08 12:00:00,0
381,1,1970-01-08 13:00:00,1
382,1,1970-01-08 14:00:00,2
383,1,1970-01-08 15:00:00,5
384,1,1970-01-08 16:00:00,7
385,1,1970-01-08 17:00:00,1
386,1,1970-01-08 18:00:00,7
387,1,1970-01-08 19:00:00,2
388,1,1970-01-08 20:00:00,7
389,1,1970-01-08 21:00:00,4
390,1,1970-01-08 22:00:00,4
391,1,1970-01-08 23:00:00,4
392,1,1970-01-09 00:00:00,9
393,1,1970-01-09 01:00:00,2
394,1,1970-01-09 02:00:00,4
395,1,1970-01-09 03:00:00,5
396,1,1970-01-09 04:00:00,6
397,1,1970-01-09 05:00:00,9
398,1,1970-01-09 06:00:00,8
399,1,1970-01-09 07:00:00,9
400,2,1970-01-01 00:00:00,8
401,2,1970-01-01 01:00:00,2
402,2,1970-01-01 02:00:00,2
403,2,1970-01-01 03:00:00,2
404,2,1970-01-01 04:00:00,4
405,2,1970-01-01 05:00:00,2
406,2,1970-01-01 06:00:00,6
407,2,1970-01-01 07:00:00,6
408,2,1970-01-01 08:00:00,5
409,2,1970-01-01 09:00:00,8
410,2,1970-01-01 10:00:00,0
411,2,1970-01-01 11:00:00,4
412,2,1970-01-01 12:00:00,5
413,2,1970-01-01 13:00:00,2
414,2,1970-01-01 14:00:00,1
415,2,1970-01-01 15:00:00,5
416,2,1970-01-01 16:00:00,7
417,2,1970-01-01 17:00:00,8
418,2,1970-01-01 18:00:00,1
419,2,1970-01-01 19:00:00,2
420,2,1970-01-01 20:00:00,0
421,2,1970-01-01 21:00:00,1
422,2,1970-01-01 22:00:00,2
423,2,1970-01-01 23:00:00,5
424,2,1970-01-02 00:00:00,1
425,2,1970-01-02 01:00:00,5
426,2,1970-01-02 02:00:00,8
427,2,1970-01-02 03:00:00,6
428,2,1970-01-02 04:00:00,8
429,2,1970-01-02 05:00:00,5
430,2,1970-01-02 06:00:00,0
431,2,1970-01-02 07:00:00,7
432,2,1970-01-02 08:00:00,8
433,2,1970-01-02 09:00:00,6
434,2,1970-01-02 10:00:00,9
435,2,1970-01-02 11:00:00,5
436,2,1970-01-02 12:00:00,6
437,2,1970-01-02 13:00:00,6
438,2,1970-01-02 14:00:00,6
439,2,1970-01-02 15:00:00,2
440,2,1970-01-02 16:00:00,0
441,2,1970-01-02 17:00:00,6
442,2,1970-01-02 18:00:00,8
443,2,1970-01-02 19:00:00,5
444,2,1970-01-02 20:00:00,4
445,2,1970-01-02 21:00:00,5
446,2,1970-01-02 22:00:00,5
447,2,1970-01-02 23:00:00,7
448,2,1970-01-03 00:00:00,8
449,2,1970-01-03 01:00:00,1
450,2,1970-01-03 02:00:00,4
451,2,1970-01-03 03:00:00,7
452,2,1970-01-03 04:00:00,2
453,2,1970-01-03 05:00:00,3
454,2,1970-01-03 06:00:00,4
455,2,1970-01-03 07:00:00,7
456,2,1970-01-03 08:00:00,1
457,2,1970-01-03 09:00:00,8
458,2,1970-01-03 10:00:00,8
459,2,1970-01-03 11:00:00,3
460,2,1970-01-03 12:00:00,0
461,2,1970-01-03 13:00:00,1
462,2,1970-01-03 14:00:00,8
463,2,1970-01-03 15:00:00,3
464,2,1970-01-03 16:00:00,4
465,2,1970-01-03 17:00:00,5
466,2,1970-01-03 18:00:00,6
467,2,1970-01-03 19:00:00,1
468,2,1970-01-03 20:00:00,8
469,2,1970-01-03 21:00:00,9
470,2,1970-01-03 22:00:00,1
471,2,1970-01-03 23:00:00,1
472,2,1970-01-04 00:00:00,2
473,2,1970-01-04 01:00:00,5
474,2,1970-01-04 02:00:00,8
475,2,1970-01-04 03:00:00,6
476,2,1970-01-04 04:00:00,3
477,2,1970-01-04 05:00:00,1
478,2,1970-01-04 06:00:00,8
479,2,1970-01-04 07:00:00,9
480,2,1970-01-04 08:00:00,8
481,2,1970-01-04 09:00:00,9
482,2,1970-01-04 10:00:00,0
483,2,1970-01-04 11:00:00,3
484,2,1970-01-04 12:00:00,4
485,2,1970-01-04 13:00:00,5
486,2,1970-01-04 14:00:00,6
487,2,1970-01-04 15:00:00,7
488,2,1970-01-04 16:00:00,5
489,2,1970-01-04 17:00:00,3
490,2,1970-01-04 18:00:00,6
491,2,1970-01-04 19:00:00,1
492,2,1970-01-04 20:00:00,9
493,2,1970-01-04 21:00:00,0
494,2,1970-01-04 22:00:00,7
495,2,1970-01-04 23:00:00,5
496,2,1970-01-05 00:00:00,6
497,2,1970-01-05 01:00:00,4
498,2,1970-01-05 02:00:00,2
499,2,1970-01-05 03:00:00,9
500,2,1970-01-05 04:00:00,0
501,2,1970-01-05 05:00:00,1
502,2,1970-01-05 06:00:00,1
503,2,1970-01-05 07:00:00,2
504,2,1970-01-05 08:00:00,9
505,2,1970-01-05 09:00:00,5
506,2,1970-01-05 10:00:00,8
507,2,1970-01-05 11:00:00,5
508,2,1970-01-05 12:00:00,8
509,2,1970-01-05 13:00:00,7
510,2,1970-01-05 14:00:00,5
511,2,1970-01-05 15:00:00,1
512,2,1970-01-05 16:00:00,2
513,2,1970-01-05 17:00:00,3
514,2,1970-01-05 18:00:00,6
515,2,1970-01-05 19:00:00,5
516,2,1970-01-05 20:00:00,6
517,2,1970-01-05 21:00:00,1
518,2,1970-01-05 22:00:00,8
519,2,1970-01-05 23:00:00,9
520,2,1970-01-06 00:00:00,6
521,2,1970-01-06 01:00:00,1
522,2,1970-01-06 02:00:00,2
523,2,1970-01-06 03:00:00,3
524,2,1970-01-06 04:00:00,7
525,2,1970-01-06 05:00:00,5
526,2,1970-01-06 06:00:00,4
527,2,1970-01-06 07:00:00,7
528,2,1970-01-06 08:00:00,8
529,2,1970-01-06 09:00:00,2
530,2,1970-01-06 10:00:00,0
531,2,1970-01-06 11:00:00,7
532,2,1970-01-06 12:00:00,2
533,2,1970-01-06 13:00:00,0
534,2,1970-01-06 14:00:00,3
535,2,1970-01-06 15:00:00,5
536,2,1970-01-06 16:00:00,8
537,2,1970-01-06 17:00:00,6
538,2,1970-01-06 18:00:00,6
539,2,1970-01-06 19:00:00,1
540,2,1970-01-06 20:00:00,3
541,2,1970-01-06 21:00:00,7
542,2,1970-01-06 22:00:00,2
543,2,1970-01-06 23:00:00,6
544,2,1970-01-07 00:00:00,6
545,2,1970-01-07 01:00:00,2
546,2,1970-01-07 02:00:00,6
547,2,1970-01-07 03:00:00,3
548,2,1970-01-07 04:00:00,8
549,2,1970-01-07 05:00:00,9
550,2,1970-01-07 06:00:00,1
551,2,1970-01-07 07:00:00,8
552,2,1970-01-07 08:00:00,2
553,2,1970-01-07 09:00:00,3
554,2,1970-01-07 10:00:00,4
555,2,1970-01-07 11:00:00,5
556,2,1970-01-07 12:00:00,4
557,2,1970-01-07 13:00:00,7
558,2,1970-01-07 14:00:00,8
559,2,1970-01-07 15:00:00,9
560,2,1970-01-07 16:00:00,0
561,2,1970-01-07 17:00:00,1
562,2,1970-01-07 18:00:00,2
563,2,1970-01-07 19:00:00,0
564,2,1970-01-07 20:00:00,5
565,2,1970-01-07 21:00:00,3
566,2,1970-01-07 22:00:00,5
567,2,1970-01-07 23:00:00,7
568,2,1970-01-08 00:00:00,4
569,2,1970-01-08 01:00:00,3
570,2,1970-01-08 02:00:00,0
571,2,1970-01-08 03:00:00,1
572,2,1970-01-08 04:00:00,2
573,2,1970-01-08 05:00:00,1
574,2,1970-01-08 06:00:00,6
575,2,1970-01-08 07:00:00,6
576,2,1970-01-08 08:00:00,0
577,2,1970-01-08 09:00:00,9
578,2,1970-01-08 10:00:00,8
579,2,1970-01-08 11:00:00,6
580,2,1970-01-08 12:00:00,4
581,2,1970-01-08 13:00:00,9
582,2,1970-01-08 14:00:00,5
583,2,1970-01-08 15:00:00,3
584,2,1970-01-08 16:00:00,4
585,2,1970-01-08 17:00:00,1
586,2,1970-01-08 18:00:00,2
587,2,1970-01-08 19:00:00,2
588,2,1970-01-08 20:00:00,8
589,2,1970-01-08 21:00:00,3
590,2,1970-01-08 22:00:00,0
591,2,1970-01-08 23:00:00,9
592,2,1970-01-09 00:00:00,9
593,2,1970-01-09 01:00:00,6
594,2,1970-01-09 02:00:00,8
595,2,1970-01-09 03:00:00,6
596,2,1970-01-09 04:00:00,6
597,2,1970-01-09 05:00:00,2
598,2,1970-01-09 06:00:00,9
599,2,1970-01-09 07:00:00,5
600,3,1970-01-01 00:00:00,3
601,3,1970-01-01 01:00:00,1
602,3,1970-01-01 02:00:00,4
603,3,1970-01-01 03:00:00,3
604,3,1970-01-01 04:00:00,4
605,3,1970-01-01 05:00:00,1
606,3,1970-01-01 06:00:00,4
607,3,1970-01-01 07:00:00,9
608,3,1970-01-01 08:00:00,8
609,3,1970-01-01 09:00:00,9
610,3,1970-01-01 10:00:00,6
611,3,1970-01-01 11:00:00,5
612,3,1970-01-01 12:00:00,1
613,3,1970-01-01 13:00:00,5
614,3,1970-01-01 14:00:00,4
615,3,1970-01-01 15:00:00,7
616,3,1970-01-01 16:00:00,1
617,3,1970-01-01 17:00:00,3
618,3,1970-01-01 18:00:00,8
619,3,1970-01-01 19:00:00,0
620,3,1970-01-01 20:00:00,4
621,3,1970-01-01 21:00:00,1
622,3,1970-01-01 22:00:00,2
623,3,1970-01-01 23:00:00,2
624,3,1970-01-02 00:00:00,4
625,3,1970-01-02 01:00:00,1
626,3,1970-01-02 02:00:00,6
627,3,1970-01-02 03:00:00,7
628,3,1970-01-02 04:00:00,5
629,3,1970-01-02 05:00:00,1
630,3,1970-01-02 06:00:00,9
631,3,1970-01-02 07:00:00,1
632,3,1970-01-02 08:00:00,1
633,3,1970-01-02 09:00:00,8
634,3,1970-01-02 10:00:00,1
635,3,1970-01-02 11:00:00,1
636,3,1970-01-02 12:00:00,0
637,3,1970-01-02 13:00:00,9
638,3,1970-01-02 14:00:00,7
639,3,1970-01-02 15:00:00,2
640,3,1970-01-02 16:00:00,8
641,3,1970-01-02 17:00:00,0
642,3,1970-01-02 18:00:00,2
643,3,1970-01-02 19:00:00,3
644,3,1970-01-02 20:00:00,7
645,3,1970-01-02 21:00:00,6
646,3,1970-01-02 22:00:00,3
647,3,1970-01-02 23:00:00,2
648,3,1970-01-03 00:00:00,8
649,3,1970-01-03 01:00:00,6
650,3,1970-01-03 02:00:00,0
651,3,1970-01-03 03:00:00,9
652,3,1970-01-03 04:00:00,1
653,3,1970-01-03 05:00:00,3
654,3,1970-01-03 06:00:00,1
655,3,1970-01-03 07:00:00,9
656,3,1970-01-03 08:00:00,6
657,3,1970-01-03 09:00:00,7
658,3,1970-01-03 10:00:00,3
659,3,1970-01-03 11:00:00,7
660,3,1970-01-03 12:00:00,2
661,3,1970-01-03 13:00:00,5
662,3,1970-01-03 14:00:00,2
663,3,1970-01-03 15:00:00,4
664,3,1970-01-03 16:00:00,4
665,3,1970-01-03 17:00:00,9
666,3,1970-01-03 18:00:00,8
667,3,1970-01-03 19:00:00,5
668,3,1970-01-03 20:00:00,8
669,3,1970-01-03 21:00:00,0
670,3,1970-01-03 22:00:00,7
671,3,1970-01-03 23:00:00,1
672,3,1970-01-04 00:00:00,6
673,3,1970-01-04 01:00:00,5
674,3,1970-01-04 02:00:00,4
675,3,1970-01-04 03:00:00,6
676,3,1970-01-04 04:00:00,6
677,3,1970-01-04 05:00:00,6
678,3,1970-01-04 06:00:00,1
679,3,1970-01-04 07:00:00,9
680,3,1970-01-04 08:00:00,1
681,3,1970-01-04 09:00:00,1
682,3,1970-01-04 10:00:00,7
683,3,1970-01-04 11:00:00,3
684,3,1970-01-04 12:00:00,4
685,3,1970-01-04 13:00:00,5
686,3,1970-01-04 14:00:00,0
687,3,1970-01-04 15:00:00,7
688,3,1970-01-04 16:00:00,7
689,3,1970-01-04 17:00:00,1
690,3,1970-01-04 18:00:00,9
691,3,1970-01-04 19:00:00,4
692,3,1970-01-04 20:00:00,5
693,3,1970-01-04 21:00:00,7
694,3,1970-01-04 22:00:00,4
695,3,1970-01-04 23:00:00,7
696,3,1970-01-05 00:00:00,0
697,3,1970-01-05 01:00:00,6
698,3,1970-01-05 02:00:00,1
699,3,1970-01-05 03:00:00,0
700,3,1970-01-05 04:00:00,0
701,3,1970-01-05 05:00:00,7
702,3,1970-01-05 06:00:00,2
703,3,1970-01-05 07:00:00,1
704,3,1970-01-05 08:00:00,6
705,3,1970-01-05 09:00:00,1
706,3,1970-01-05 10:00:00,1
707,3,1970-01-05 11:00:00,7
708,3,1970-01-05 12:00:00,5
709,3,1970-01-05 13:00:00,9
710,3,1970-01-05 14:00:00,7
711,3,1970-01-05 15:00:00,4
712,3,1970-01-05 16:00:00,8
713,3,1970-01-05 17:00:00,5
714,3,1970-01-05 18:00:00,9
715,3,1970-01-05 19:00:00,5
716,3,1970-01-05 20:00:00,7
717,3,1970-01-05 21:00:00,7
718,3,1970-01-05 22:00:00,2
719,3,1970-01-05 23:00:00,9
720,3,1970-01-06 00:00:00,2
721,3,1970-01-06 01:00:00,1
722,3,1970-01-06 02:00:00,2
723,3,1970-01-06 03:00:00,3
724,3,1970-01-06 04:00:00,4
725,3,1970-01-06 05:00:00,5
726,3,1970-01-06 06:00:00,6
727,3,1970-01-06 07:00:00,0
728,3,1970-01-06 08:00:00,8
729,3,1970-01-06 09:00:00,6
730,3,1970-01-06 10:00:00,0
731,3,1970-01-06 11:00:00,3
732,3,1970-01-06 12:00:00,0
733,3,1970-01-06 13:00:00,0
734,3,1970-01-06 14:00:00,2
